name,item_description,price,price_description, weight in lb.,rarity,attunment,item_type,,,
Ring of the Ram,"This ring has 3 charges, and it regains 1d3 expended charges daily at dawn. While wearing the ring, you can use an action to expend 1 to 3 of its charges to attack one creature you can see within 60 feet of you. The ring produces a spectral ram's head and makes its attack roll with a +7 bonus. On a hit, for each charge you spend, the target takes 2d10 force damage and is pushed 5 feet away from you.

Alternatively, you can expend 1 to 3 of the ring's charges as an action to try to break an object you can see within 60 feet of you that isn't being worn or carried. The ring makes a Strength check with a +5 bonus for each charge you spend.
","1,500 gp",,0.10,Rare,yes,Ring,,,
Ring of Feather Falling,"When you fall while wearing this ring, you descend 60 feet per round and take no damage from falling.
",800 gp,,0.10,Rare,yes,Ring,,,
Ring of Regeneration,"While wearing this ring, you regain 1d6 hit points every 10 minutes, provided that you have at least 1 hit point. If you lose a body part, the ring causes the missing part to regrow and return to full functionality after 1d6 + 1 days if you have at least 1 hit point the whole time.
","10,000 gp",,0.10,Very Rare,yes,Ring,,,
Scarab of Protection,"If you hold this beetle-shaped medallion in your hand for 1 round, an inscription appears on its surface revealing its magical nature. It provides two benefits while it is on your person:

• You have advantage on saving throws against spells.

• The scarab has 12 charges. If you fail a saving throw against a necromancy spell or a harmful effect originating from an undead creature, you can use your reaction to expend 1 charge and turn the failed save into a successful one. The scarab crumbles into powder and is destroyed when its last charge is expended.
","30,000 gp",,0.10,Legendary,yes,Wondrous  ,,,
Cloak of Displacement,"While you wear this cloak, it projects an illusion that makes you appear to be standing in a place near your actual location, causing any creature to have disadvantage on attack rolls against you. If you take damage, the property ceases to function until the start of your next turn. This property is suppressed while you are incapacitated, restrained, or otherwise unable to move.
","8,000 gp",,1.00,Rare,yes,Wondrous  ,,,
Prayer Bead - Bless,"This necklace has a magic bead made from aquamarine, black pearl, or topaz. It also has many nonmagical beads made from stones such as amber, bloodstone, citrine, coral, jade, pearl, or quartz. If a magic bead is removed from the necklace, that bead loses its magic.

A necklace can have more than one bead of the same type. To use one, you must be wearing the necklace. Each bead contains a spell that you can cast from it as a bonus action (using your spell save DC if a save is necessary). Once a magic bead's spell is cast, that bead can't be used again until the next dawn.

Bless spell

(requires attunement by a cleric, druid, or paladin)",200 gp,,0.02,Rare,yes,Wondrous  ,,,
Prayer Bead - Smiting,"This necklace has a magic bead made from aquamarine, black pearl, or topaz. It also has many nonmagical beads made from stones such as amber, bloodstone, citrine, coral, jade, pearl, or quartz. If a magic bead is removed from the necklace, that bead loses its magic.

A necklace can have more than one bead of the same type. To use one, you must be wearing the necklace. Each bead contains a spell that you can cast from it as a bonus action (using your spell save DC if a save is necessary). Once a magic bead's spell is cast, that bead can't be used again until the next dawn.

Branding smite spell

(requires attunement by a cleric, druid, or paladin)",300 gp,,0.02,Rare,yes,Wondrous  ,,,
Prayer Bead - Curing,"This necklace has a magic bead made from aquamarine, black pearl, or topaz. It also has many nonmagical beads made from stones such as amber, bloodstone, citrine, coral, jade, pearl, or quartz. If a magic bead is removed from the necklace, that bead loses its magic.

A necklace can have more than one bead of the same type. To use one, you must be wearing the necklace. Each bead contains a spell that you can cast from it as a bonus action (using your spell save DC if a save is necessary). Once a magic bead's spell is cast, that bead can't be used again until the next dawn.

Cure wounds (2nd level) or lesser restoration

(requires attunement by a cleric, druid, or paladin)","1,000 gp",,0.02,Rare,yes,Wondrous  ,,,
Prayer Bead - Wind Walking,"This necklace has a magic bead made from aquamarine, black pearl, or topaz. It also has many nonmagical beads made from stones such as amber, bloodstone, citrine, coral, jade, pearl, or quartz. If a magic bead is removed from the necklace, that bead loses its magic.

A necklace can have more than one bead of the same type. To use one, you must be wearing the necklace. Each bead contains a spell that you can cast from it as a bonus action (using your spell save DC if a save is necessary). Once a magic bead's spell is cast, that bead can't be used again until the next dawn.

Wind walk Spell

(requires attunement by a cleric, druid, or paladin)","1,200 gp",,0.02,Rare,yes,Wondrous  ,,,
Prayer Bead - Greater Restoration,"This necklace has a magic bead made from aquamarine, black pearl, or topaz. It also has many nonmagical beads made from stones such as amber, bloodstone, citrine, coral, jade, pearl, or quartz. If a magic bead is removed from the necklace, that bead loses its magic.

A necklace can have more than one bead of the same type. To use one, you must be wearing the necklace. Each bead contains a spell that you can cast from it as a bonus action (using your spell save DC if a save is necessary). Once a magic bead's spell is cast, that bead can't be used again until the next dawn.

Greater restoration Spell

(requires attunement by a cleric, druid, or paladin)","2,500 gp",,0.02,Rare,yes,Wondrous  ,,,
Prayer Bead - Summons,"This necklace has a magic bead made from aquamarine, black pearl, or topaz. It also has many nonmagical beads made from stones such as amber, bloodstone, citrine, coral, jade, pearl, or quartz. If a magic bead is removed from the necklace, that bead loses its magic.

A necklace can have more than one bead of the same type. To use one, you must be wearing the necklace. Each bead contains a spell that you can cast from it as a bonus action (using your spell save DC if a save is necessary). Once a magic bead's spell is cast, that bead can't be used again until the next dawn.

Planar ally Spell","5,000 gp",,0.02,Rare,yes,Wondrous  ,,,
Instrument of the Bards - Cli Lyre,"An instrument of the bards is an exquisite example of its kind, superior to an ordinary instrument in every way. Seven types of these instruments exist, each named after a legendary bard college. The following table lists the spells common to all instruments, as well as the spells specific to each one and its rarity. A creature that attempts to play the instrument without being attuned to it must succeed on a DC 15 Wisdom saving throw or take 2d4 psychic damage.

You can use an action to play the instrument and cast one of its spells. Once the instrument has been used to cast a spell, it can't be used to cast that spell again until the next dawn. The spells use your spellcasting ability and spell save DC.

When you use the instrument to cast a spell that causes targets to become charmed on a failed save, the targets have disadvantage on the saving throw. This effect applies whether you are using the instrument as the source of the spell or as a spellcasting focus

All instruments of the bards can be used to cast the following spells: fly, invisibility, levitate, and protection from evil and good.

In addition, the Cli lyre can be used to cast stone shape, wall of fire, and wind wall.

(Requires attunement by a bard)
","2,500 gp",,3.00,Rare,yes,Wondrous  ,,,
Instrument of the Bards - Fochulan Bandlore,"An instrument of the bards is an exquisite example of its kind, superior to an ordinary instrument in every way. Seven types of these instruments exist, each named after a legendary bard college. The following table lists the spells common to all instruments, as well as the spells specific to each one and its rarity. A creature that attempts to play the instrument without being attuned to it must succeed on a DC 15 Wisdom saving throw or take 2d4 psychic damage.

You can use an action to play the instrument and cast one of its spells. Once the instrument has been used to cast a spell, it can't be used to cast that spell again until the next dawn. The spells use your spellcasting ability and spell save DC.

When you use the instrument to cast a spell that causes targets to become charmed on a failed save, the targets have disadvantage on the saving throw. This effect applies whether you are using the instrument as the source of the spell or as a spellcasting focus

All instruments of the bards can be used to cast the following spells: fly, invisibility, levitate, and protection from evil and good.

In addition, the Fochlucan bandore can be used to cast entangle, faerie fire, shillelagh, and speak with animals.

(Requires attunement by a bard)","1,500 gp",,3.00,Uncommon,yes,Wondrous  ,,,
Instrument of the Bards - Mac-Fuirmidh Cittern,"An instrument of the bards is an exquisite example of its kind, superior to an ordinary instrument in every way. Seven types of these instruments exist, each named after a legendary bard college. The following table lists the spells common to all instruments, as well as the spells specific to each one and its rarity. A creature that attempts to play the instrument without being attuned to it must succeed on a DC 15 Wisdom saving throw or take 2d4 psychic damage.

You can use an action to play the instrument and cast one of its spells. Once the instrument has been used to cast a spell, it can't be used to cast that spell again until the next dawn. The spells use your spellcasting ability and spell save DC.

When you use the instrument to cast a spell that causes targets to become charmed on a failed save, the targets have disadvantage on the saving throw. This effect applies whether you are using the instrument as the source of the spell or as a spellcasting focus

All instruments of the bards can be used to cast the following spells: fly, invisibility, levitate, and protection from evil and good.

In addition, the Mac-Fuirmidh cittern can be used to cast barkskin, cure wounds, and fog cloud.

(Requires attunement by a bard)","2,000 gp",,3.00,Uncommon,yes,Wondrous  ,,,
Instrument of the Bards - Doss Lute,"An instrument of the bards is an exquisite example of its kind, superior to an ordinary instrument in every way. Seven types of these instruments exist, each named after a legendary bard college. The following table lists the spells common to all instruments, as well as the spells specific to each one and its rarity. A creature that attempts to play the instrument without being attuned to it must succeed on a DC 15 Wisdom saving throw or take 2d4 psychic damage.

You can use an action to play the instrument and cast one of its spells. Once the instrument has been used to cast a spell, it can't be used to cast that spell again until the next dawn. The spells use your spellcasting ability and spell save DC.

When you use the instrument to cast a spell that causes targets to become charmed on a failed save, the targets have disadvantage on the saving throw. This effect applies whether you are using the instrument as the source of the spell or as a spellcasting focus

All instruments of the bards can be used to cast the following spells: fly, invisibility, levitate, and protection from evil and good.

In addition, the Doss lute can be used to cast animal friendship, protection from energy (fire only), and protection from poison.

(Requires attunement by a bard)","1,500 gp",,3.00,Uncommon,yes,Wondrous  ,,,
Instrument of the Bards - Canaith Mandolin,"An instrument of the bards is an exquisite example of its kind, superior to an ordinary instrument in every way. Seven types of these instruments exist, each named after a legendary bard college. The following table lists the spells common to all instruments, as well as the spells specific to each one and its rarity. A creature that attempts to play the instrument without being attuned to it must succeed on a DC 15 Wisdom saving throw or take 2d4 psychic damage.

You can use an action to play the instrument and cast one of its spells. Once the instrument has been used to cast a spell, it can't be used to cast that spell again until the next dawn. The spells use your spellcasting ability and spell save DC.

When you use the instrument to cast a spell that causes targets to become charmed on a failed save, the targets have disadvantage on the saving throw. This effect applies whether you are using the instrument as the source of the spell or as a spellcasting focus

All instruments of the bards can be used to cast the following spells: fly, invisibility, levitate, and protection from evil and good.

In addition, the Canaith mandolin can be used to cast cure wounds (3rd level), dispel magic, and protection from energy (lightning only).

(Requires attunement by a bard)","2,500 gp",,3.00,Rare,yes,Wondrous  ,,,
Instrument of the Bards - Anstruth Harp,"An instrument of the bards is an exquisite example of its kind, superior to an ordinary instrument in every way. Seven types of these instruments exist, each named after a legendary bard college. The following table lists the spells common to all instruments, as well as the spells specific to each one and its rarity. A creature that attempts to play the instrument without being attuned to it must succeed on a DC 15 Wisdom saving throw or take 2d4 psychic damage.

You can use an action to play the instrument and cast one of its spells. Once the instrument has been used to cast a spell, it can't be used to cast that spell again until the next dawn. The spells use your spellcasting ability and spell save DC.

When you use the instrument to cast a spell that causes targets to become charmed on a failed save, the targets have disadvantage on the saving throw. This effect applies whether you are using the instrument as the source of the spell or as a spellcasting focus

All instruments of the bards can be used to cast the following spells: fly, invisibility, levitate, and protection from evil and good.

In addition, the Anstruth harp can be used to cast control weather, cure wounds (5th level), and wall of thorns.

(Requires attunement by a bard)","5,000 gp",,3.00,Very Rare,yes,Wondrous  ,,,
Instrument of the Bards - Ollamh Harp,"An instrument of the bards is an exquisite example of its kind, superior to an ordinary instrument in every way. Seven types of these instruments exist, each named after a legendary bard college. The following table lists the spells common to all instruments, as well as the spells specific to each one and its rarity. A creature that attempts to play the instrument without being attuned to it must succeed on a DC WIS saving throw or take 2d4 psychic Dmg.

You can use an action to play the instrument and cast 1 of its spells. Once the instrument has been used to cast a spell, it can’t be used to cast that spell again until the next dawn. The spells use your spellcasting ability and spell save DC.

When you use the instrument to cast a spell that causes targets to become charmed on a failed save, the targets have Disadvantage on the saving throw. This effect applies whether you are using the instrument as the source of the spell or as a spellcasting focus.

All instruments of the bards can be used to cast the following spells: fly, invisibility, levitate, and protection from evil and good.

In addition, the Ollamh harp can be used to cast confusion, control weather, and fire storm.

(Requires attunement by a bard)","70,000 gp",,3.00,Legendary,yes,Wondrous  ,,,
Luck Blade (Per Charge),"Weapon (any sword)

You gain a +1 bonus to attack and damage rolls made with this magic weapon. While the sword is on your person, you also gain a +1 bonus to saving throws.

Luck. If the sword is on your person, you can call on its luck (no action required) to reroll one attack roll, ability check, or saving throw you dislike. You must use the second roll. This property can’t be used again until the next dawn.

Wish. The sword has 1d4-1 charges. While holding it, you can use an action to expend 1 charge and cast the Wish spell from it. This property can’t be used again until the next dawn. The sword loses this property if it has no charges.
","50,000 gp",,4.00,Legendary,yes,Wondrous  ,,,
Helm of Brilliance,"This dazzling helm is set with 1d10 diamonds, 2d10 rubies, 3d10 fire opals, and 4d10 opals. Any gem pried from the helm crumbles to dust. When all the gems are removed or destroyed, the helm loses its magic.

You gain the following benefits while wearing it:

• You can use an action to cast one of the following Spells (save DC 18), using one of the helm's gems of the specified type as a component: Daylight (opal), Fireball (fire opal), Prismatic Spray (diamond), or Wall of Fire (ruby). The gem is destroyed when the spell is cast and disappears from the helm.

• As long as it has at least one diamond, the helm emits dim light in a 30-foot radius when at least one Undead is within that area. Any Undead that starts its turn in that area takes 1d6 radiant damage.

• As long as the helm has at least one ruby, you have Resistance to fire damage.

• As long as the helm has at least one fire opal, you can use an action and speak a Command Word to cause one weapon you are holding to burst into flames. The flames emit bright light in a 10-foot radius and dim light for an additional 10 feet. The flames are harmless to you and the weapon. When you hit with an Attack using the blazing weapon, the target takes an extra 1d6 fire damage. The flames last until you use a Bonus Action to speak the Command Word again or until you drop or stow the weapon.

Roll a d20 if you are wearing the helm and take fire damage as a result of failing a saving throw against a spell. On a roll of 1, the helm emits beams of light from its remaining gems. Each creature within 60 feet of the helm other than you must succeed on a DC 17 Dexterity saving throw or be struck by a beam, taking radiant damage equal to the number of gems in the helm. The helm and its gems are then destroyed.
","15,000 gp",,3.00,Very Rare,yes,Wondrous  ,,,
Helm of Comprehend Languages,"While wearing this helm, you can use an action to cast the comprehend languages spell from it at will.",500 gp,,3.00,Uncommon,no,Wondrous  ,,,
Driftglobe,"This small sphere of thick glass weighs 1 pound. If you are within 60 feet of it, you can speak its command word and cause it to emanate the light or daylight spell. Once used, the daylight effect can't be used again until the next dawn.

You can speak another command word as an action to make the illuminated globe rise into the air and float no more than 5 feet off the ground. The globe hovers in this way until you or another creature grasps it. If you move more than 60 feet from the hovering globe, it follows you until it is within 60 feet of you. It takes the shortest route to do so. If prevented from moving, the globe sinks gently to the ground and becomes inactive, and its light winks out.",300 gp,,1.00,Uncommon,no,Wondrous  ,,,
Trident of Fish Command,"This trident is a magic weapon. It has 3 charges. While you carry it, you can use an action and expend 1 charge to cast dominate beast (save DC 15) from it on a beast that has an innate swimming speed. The trident regains 1d3 expended charges daily at dawn.
",400 gp,,4.00,Uncommon,no,Wondrous  ,,,
Cap of Water Breathing,"While wearing this cap underwater, you can speak its command word as an action to create a bubble of air around your head. It allows you to breathe normally underwater. This bubble stays with you until you speak the command word again, the cap is removed, or you are no longer underwater.",400 gp,,0.50,Uncommon,yes,Wondrous  ,,,
Eversmoking Bottle,"Smoke leaks from the lead-stoppered mouth of this brass bottle, which weighs 1 pound. When you use an action to remove the stopper, a cloud of thick smoke pours out in a 60-foot radius from the bottle. The cloud's area is heavily obscured. Each minute the bottle remains open and within the cloud, the radius increases by 10 feet until it reaches its maximum radius of 120 feet.

The cloud persists as long as the bottle is open. Closing the bottle requires you to speak its command word as an action. Once the bottle is closed, the cloud disperses after 10 minutes. A moderate wind (11 to 20 miles per hour) can also disperse the smoke after 1 minute, and a strong wind (21 or more miles per hour) can do so after 1 round.",200 gp,,1.00,Uncommon,no,Wondrous  ,,,
Quiver of Ehlonna,"Each of the quiver's three compartments connects to an extradimensional space that allows the quiver to hold numerous items while never weighing more than 2 pounds. The shortest compartment can hold up to sixty arrows, bolts, or similar objects. The midsize compartment holds up to eighteen javelins or similar objects. The longest compartment holds up to six long objects, such as bows, quarterstaffs, or spears.

You can draw any item the quiver contains as if doing so from a regular quiver or scabbard.",250 gp,,2.00,Uncommon,no,Wondrous  ,,,
Ioun Stone Sustenance,"An Ioun stone is named after Ioun, a god of knowledge and prophecy revered on some worlds. Many types of Ioun stone exist, each type a distinct combination of shape and color.

When you use an action to toss one of these stones into the air, the stone orbits your head at a distance of 1d3 feet and confers a benefit to you. Thereafter, another creature must use an action to grasp or net the stone to separate it from you, either by making a successful attack roll against AC 24 or a successful DC 24 Dexterity (Acrobatics) check. You can use an action to seize and stow the stone, ending its effect.

A stone has AC 24, 10 hit points, and resistance to all damage. It is considered to be an object that is being worn while it orbits your head.

Sustenance.

You don't need to eat or drink while this clear spindle orbits your head","1,000 gp",,0.02,Rare,yes,Wondrous  ,,,
Necklace of Adaption,"While wearing this necklace, you can breathe normally in any environment, and you have advantage on saving throws made against harmful gases and vapors (such as cloudkill and stinking cloud effects, inhaled poisons, and the breath weapons of some dragons).",800 gp,,0.10,Uncommon,yes,Wondrous  ,,,
Goggles of Night,"While wearing these dark lenses, you have darkvision out to a range of 60 feet. If you already have darkvision. wearing the goggles increases its range by 60 feet.",750 gp,,0.10,Uncommon,no,Wondrous  ,,,
Horseshoes of the Zephyr,"These iron horseshoes come in a set of four. While all four shoes are affixed to the hooves of a horse or similar creature, they allow the creature to move normally while floating 4 inches above the ground. This effect means the creature can cross or stand above nonsolid or unstable surfaces, such as water or lava. The creature leaves no tracks and ignores difficult terrain. In addition, the creature can move at normal speed for up to 12 hours a day without suffering exhaustion from a forced march.","1,500 gp",,2.00,Very Rare,no,Wondrous  ,,,
Wand of Magic Detection,"This wand has 3 charges. While holding it, you can expend 1 charge as an action to cast the detect magic spell from it. The wand regains 1d3 expended charges daily at dawn.",500 gp,,0.05,Uncommon,no,Wand,,,
Wand of Secrets,"The wand has 3 charges. While holding it. you can use an action to expend 1 of its charges, and if a secret door or trap is within 30 feet of you, the wand pulses and points at the one nearest to you. The wand regains 1d3 expended charges daily at dawn.",250 gp,,0.05,Uncommon,no,Wand,,,
Gloves of Swimming and Climbing,"While wearing these gloves, climbing and swimming don't cost you extra movement, and you gain a +5 bonus to Strength (Athletics) checks made to climb or swim.
",500 gp,,0.50,Uncommon,yes,Wondrous  ,,,
Heward's Handy Haversack,"This backpack has a central pouch and two side pouches, each of which is an extradimensional space. Each side pouch can hold up to 20 pounds of material, not exceeding a volume of 2 cubic feet. The large central pouch can hold up to 8 cubic feet or 80 pounds of material. The backpack always weighs 5 pounds, regardless of its contents.

Placing an object in the haversack follows the normal rules for interacting with objects. Retrieving an item from the haversack requires you to use an action. When you reach into the haversack for a specific item, the item is always magically on top.

The haversack has a few limitations. If it is overloaded, or if a sharp object pierces it or tears it, the haversack ruptures and is destroyed. If the haversack is destroyed, its contents are lost forever, although an artifact always turns up again somewhere. If the haversack is turned inside out, its contents spill forth, unharmed, and the haversack must be put right before it can be used again. If a breathing creature is placed within the haversack, the creature can survive for up to 10 minutes, after which time it begins to suffocate.

Placing the haversack inside an extradimensional space created by a bag of holding, portable hole, or similar item instantly destroys both items and opens a gate to the Astral Plane. The gate originates where the one item was placed inside the other. Any creature within 10-feet of the gate is sucked through it and deposited in a random location on the Astral Plane. The gate then closes. The gate is one-way only and can't be reopened.",350 gp,,5.00,Rare,no,Wondrous  ,,,
Rope of Climbing,"This 60-foot length of silk rope weighs 3 pounds and can hold up to 3,000 pounds. If you hold one end of the rope and use an action to speak the command word, the rope animates. As a bonus action, you can command the other end to move toward a destination you choose. That end moves 10 feet on your turn when you first command it and 10 feet on each of your turns until reaching its destination, up to its maximum length away, or until you tell it to stop. You can also tell the rope to fasten itself securely to an object or to unfasten itself, to knot or unknot itself, or to coil itself for carrying.

If you tell the rope to knot, large knots appear at 1-foot intervals along the rope. While knotted, the rope shortens to a 50-foot length and grants advantage on checks made to climb it.

The rope has AC 20 and 20 hit points. It regains 1 hit point every 5 minutes as long as it has at least 1 hit point. If the rope drops to 0 hit points, it is destroyed.",350 gp,,3.00,Uncommon,no,Wondrous  ,,,
Boots of Elvenkind,"While you wear these boots, your steps make no sound, regardless of the surface you are moving across. You also have advantage on Dexterity (Stealth) checks that rely on moving silently.",275 gp,,1.00,Uncommon,no,Wondrous  ,,,
Eyes of Minute Seeing,"These crystal lenses fit over the eyes. While wearing them, you can see much better than normal out to a range of 1 foot. You have advantage on Intelligence (Investigation) checks that rely on sight while searching an area or studying an object within that range.",150 gp,,0.25,Uncommon,no,Wondrous  ,,,
Eyes of the Eagle,"These crystal lenses fit over the eyes. While wearing them, you have advantage on Wisdom (Perception) checks that rely on sight. In conditions of clear visibility, you can make out details of even extremely distant creatures and objects as small as 2 feet across.
",250 gp,,0.10,Uncommon,yes,Wondrous  ,,,
Dimensional Shackles,"You can use an action to place these shackles on an incapacitated creature. The shackles adjust to fit a creature of Small to Large size. In addition to serving as mundane manacles, the shackles prevent a creature bound by them from using any method of extradimensional movement, including teleportation or travel to a different plane of existence. They don't prevent the creature from passing-through an interdimensional portal.

You and any creature you designate when you use the shackles can use an action to remove them. Once every 30 days, the bound creature can make a DC 30 Strength Athletics) check. On a success, the creature breaks free and destroys the shackles.","1,500 gp",,2.00,Rare,no,Wondrous  ,,,
Eyes of Charming,"These crystal lenses fit over the eyes. They have 3 charges. While wearing them, you can expend 1 charge as an action to cast the charm person spell (save DC 13) on a humanoid within 30 feet of you, provided that you and the target can see each other. The lenses regain all expended charges daily at dawn.
",900 gp,,0.10,Uncommon,yes,Wondrous  ,,,
Portable Hole,"This fine black cloth, soft as silk, is folded up to the dimensions of a handkerchief. It unfolds into a circular sheet 6 feet in diameter.

You can use an action to unfold a portable hole and place it on or against a solid surface, whereupon the portable hole creates an extradimensional hole 10 feet deep. The cylindrical space within the hole exists on a different plane, so it can't be used to create open passages. Any creature inside an open portable hole can exit the hole by climbing out of it.

You can use an action to close a portable hole by taking hold of the edges of the cloth and folding it up. Folding the cloth closes the hole, and any creatures or objects within remain in the extradimensional space. No matter what's in it, the hole weighs next to nothing.

If the hole is folded up, a creature within the hole's extradimensional space can use an action to make a DC 10 Strength check. On a successful check, the creature forces its way out and appears within 5 feet of the portable hole or the creature carrying it. A breathing creature within a closed portable hole can survive for up to 10 minutes, after which time it begins to suffocate.

Placing a portable hole inside an extradimensional space created by a bag of holding, Heward's handy haversack, or similar item instantly destroys both items and opens a gate to the Astral Plane. The gate originates where the one item was placed inside the other. Any creature within 10 feet of the gate is sucked through it and deposited in a random location on the Astral Plane. The gate then closes. The gate is one-way only and can't be reopened.","4,000 gp",,15.00,Rare,no,Wondrous  ,,,
Bag of Holding,"This bag has an interior space considerably larger than its outside dimensions, roughly 2 feet in diameter at the mouth and 4 feet deep. The bag can hold up to 500 pounds, not exceeding a volume of 64 cubic feet. The bag weighs 15 pounds, regardless of its contents. Retrieving an item from the bag requires an action.

If the bag is overloaded, pierced, or torn, it ruptures and is destroyed, and its contents are scattered in the Astral Plane. If the bag is turned inside out, its contents spill forth, unharmed, but the bag must be put right before it can be used again. Breathing creatures inside the bag can survive up to a number of minutes equal to 10 divided by the number of creatures (minimum 1 minute), after which time they begin to suffocate.

Placing a bag of holding inside an extradimensional space created by a Heward's handy haversack, portable hole, or similar item instantly destroys both items and opens a gate to the Astral Plane. The gate originates where the one item was placed inside the other. Any creature within 10 feet of the gate is sucked through it to a random location on the Astral Plane. The gate then closes. The gate is one-way only and can't be reopened.",500 gp,,Varies,Uncommon,no,Wondrous  ,,,
Boots of Levitation,"While you wear these boots, you can use an action to cast the levitate spell on yourself at will.
","2,000 gp",,1.00,Rare,yes,Wondrous  ,,,
Boots of Striding and Springing,"While you wear these boots, your walking speed becomes 30 feet, unless your walking speed is higher, and your speed isn't reduced if you are encumbered or wearing heavy armor. In addition, you can jump three times the normal distance, though you can't jump farther than your remaining movement would allow.
",400 gp,,1.00,Uncommon,yes,Wondrous  ,,,
Cloak of Arachnida,"This fine garment is made of black silk interwoven with faint silvery threads. While wearing it, you gain the following benefits:

• You have resistance to poison damage.

• You have a climbing speed equal to your walking speed.

• You can move up, down, and across vertical surfaces and upside down along ceilings, while leaving your hands free.

• You can't be caught in webs of any sort and can move through webs as if they were difficult terrain.

• You can use an action to cast the web spell (save DC 13). The web created by the spell fills twice its normal area. Once used, this property of the cloak can't be used again until the next dawn.
","5,000 gp",,3.00,Very Rare,yes,Wondrous  ,,,
Cloak of Elvenkind,"While you wear this cloak with its hood up, Wisdom (Perception) checks made to see you have disadvantage. and you have advantage on Dexterity (Stealth) checks made to hide, as the cloak's color shifts to camouflage you. Pulling the hood up or down requires an action.
",500 gp,,1.00,Uncommon,yes,Wondrous  ,,,
Gloves of Thievery,"These gloves are invisible while worn. While wearing them, you gain a +5 bonus to Dexterity (Sleight of Hand) checks and Dexterity checks made to pick locks.",300 gp,,0.50,Uncommon,no,Wondrous  ,,,
Hat of Disguise,"While wearing this hat, you can use an action to cast the disguise self spell from it at will. The spell ends if the hat is removed.
","1,000 gp",,0.50,Uncommon,yes,Wondrous  ,,,
Horseshoes of Speed,"These iron horseshoes come in a set of four. While all four shoes are affixed to the hooves of a horse or similar creature, they increase the creature's walking speed by 30 feet.",500 gp,,2.00,Rare,no,Wondrous  ,,,
Immovable Rod,"This flat iron rod has a button on one end. You can use an action to press the button, which causes the rod to become magically fixed in place. Until you or another creature uses an action to push the button again, the rod doesn't move, even if it is defying gravity. The rod can hold up to 8,000 pounds of weight. More weight causes the rod to deactivate and fall. A creature can use an action to make a DC 30 Strength check, moving the fixed rod up to 10 feet on a success",200 gp,,5.00,Uncommon,no,Wondrous  ,,,
Lantern of Revealing,"While lit, this hooded lantern burns for 6 hours on 1 pint of oil, shedding bright light in a 30-foot radius and dim light for an additional 30 feet. Invisible creatures and objects are visible as long as they are in the lantern's bright light. You can use an action to lower the hood, reducing the light to dim light in a 5-foot radius.","1,000 gp",,2.00,Uncommon,no,Wondrous  ,,,
Periapt of Health,"You are immune to contracting any disease while you wear this pendant. If you are already infected with a disease, the effects of the disease are suppressed you while you wear the pendant.","1,000 gp",,0.10,Uncommon,no,Wondrous  ,,,
Periapt of Proof Against Poison,"This delicate silver chain has a brilliant-cut black gem pendant. While you wear it, poisons have no effect on you. You are immune to the poisoned condition and have immunity to poison damage.","1,500 gp",,0.10,Rare,no,Wondrous  ,,,
Slippers of Spider Climbing,"While you wear these light shoes, you can move up, down, and across vertical surfaces and upside down along ceilings, while leaving your hands free. You have a climbing speed equal to your walking speed. However, the slippers don't allow you to move this way on a slippery surface, such as one covered by ice or oil.
(Requires Attunement)",500 gp,,0.50,Uncommon,no,Wondrous  ,,,
Cloak of the Bat,"While wearing this cloak, you have advantage on Dexterity (Stealth) checks. In an area of dim light or darkness, you can grip the edges of the cloak with both hands and use it to fly at a speed of 40 feet. If you ever fail to grip the cloak's edges while flying in this way, or if you are no longer in dim light or darkness, you lose this flying speed.

While wearing the cloak in an area of dim light or darkness, you can use your action to cast polymorph on yourself, transforming into a bat. While you are in the form of the bat, you retain your Intelligence, Wisdom, and Charisma scores. The cloak can't be used this way again until the next dawn.
","1,300 gp",,2.00,Rare,yes,Wondrous  ,,,
Cloak of the Manta Ray,"While wearing this cloak with its hood up, you can breathe underwater, and you have a swimming speed of 60 feet. Pulling the hood up or down requires an action.",800 gp,,1.00,Uncommon,no,Wondrous  ,,,
Cape of the Mountebank,"This cape smells faintly of brimstone. While wearing it, you can use it to cast the dimension door spell as an action. This property of the cape can't be used again until the next dawn.

When you disappear, you leave behind a cloud of smoke, and you appear in a similar cloud of smoke at your destination. The smoke lightly obscures the space you left and the space you appear in, and it dissipates at the end of your next turn. A light or stronger wind disperses the smoke.","1,250 gp",,1.00,Rare,no,Wondrous  ,,,
Talisman of the Sphere,"When you make an Intelligence (Arcana) check to control a sphere of annihilation while you are holding this talisman, you double your proficiency bonus on the check. In addition, when you start your turn with control over a sphere of annihilation, you can use an action to levitate it 10 feet plus a number of additional feet equal to 10 x your Intelligence modifier.
","20,000 gp",,1.00,Legendary,yes,Wondrous  ,,,
